ID,Term,Grant Program,Start Year,Grant Organization,Organization Name,Project Title,Support Year,Grant Type,Award Amount,TermCode,State,term_in_title
15,bicultural,P20,1994,AG,UNIVERSITY OF ILLINOIS AT CHICAGO,HEALTH BEHAVIORS OF MULTI-ETHNIC HISPANIC ELDERLY,2.0,2,0.0,6.0,IL,0
16,bicultural,R01,1994,CA,RUSH UNIVERSITY MEDICAL CENTER,VALIDATING UNBIASED ONCOLOGY QUALITY OF LIFE ASSESSMENT,2.0,2,321855.0,6.0,IL,0
17,bicultural,R01,1993,CA,RUSH UNIVERSITY MEDICAL CENTER,VALIDATING UNBIASED ONCOLOGY QUALITY OF LIFE ASSESSMENT,1.0,1,316410.0,6.0,IL,0
18,bicultural,R34,2012,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,3.0,2,217961.0,6.0,CA,0
19,bicultural,R34,2011,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,2.0,2,217961.0,6.0,CA,0
20,bicultural,R34,2010,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,FEASIBLE DELIVERY OF CBT FOR RURAL LATINO YOUTH WITH ANXIETY,1.0,1,220163.0,6.0,CA,0
21,bicultural,U01,2006,CA,UNIVERSITY OF CALIFORNIA DAVIS,IMPACT OF INTERPRETERS ON CANCER CARE ACCESS & DELIVERY FOR THAI & VIETNAMESE PTS,2.0,2,72277.0,6.0,CA,0
22,bicultural,R01,2005,NR,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,4.0,2,272484.0,6.0,CA,0
23,bicultural,R01,2004,NR,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,3.0,2,362800.0,6.0,CA,0
24,bicultural,R01,2003,NR,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,2.0,2,357743.0,6.0,CA,0
25,bicultural,R01,2002,NR,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,LATINO & CHINESE FAMILIES IN PEDIATRIC PALLIATIVE CARE,1.0,1,304975.0,6.0,CA,0
26,bicultural,K23,2004,MH,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,5.0,2,160784.0,6.0,CT,0
27,bicultural,K23,2003,MH,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,4.0,2,157869.0,6.0,CT,0
28,bicultural,K23,2002,MH,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,3.0,2,156265.0,6.0,CT,0
29,bicultural,K23,2001,MH,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,2.0,2,153640.0,6.0,CT,0
30,bicultural,K23,2000,MH,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,1.0,1,150758.0,6.0,CT,0
31,bicultural,R21,2012,AG,RUSH UNIVERSITY MEDICAL CENTER,CHINESE HEALTH AND AGING PROJECT: BUILDING SUPPORT THROUGH COMMUNITY ENGAGEMENT,2.0,2,145188.0,6.0,IL,0
32,bicultural,R21,2011,AG,RUSH UNIVERSITY MEDICAL CENTER,CHINESE HEALTH AND AGING PROJECT: BUILDING SUPPORT THROUGH COMMUNITY ENGAGEMENT,1.0,1,187703.0,6.0,IL,0
33,bicultural,RC4,2010,AG,RUSH UNIVERSITY MEDICAL CENTER,BUILDING RESEARCH INFRASTRUCTURE & NETWORK IN CHICAGO CHINATOWN,1.0,1,998229.0,6.0,IL,0
34,bicultural,R01,2015,MD,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,4.0,2,334373.0,6.0,IL,0
35,bicultural,R01,2014,MD,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,3.0,2,335397.0,6.0,IL,0
36,bicultural,R01,2013,MD,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,2.0,2,319194.0,6.0,IL,0
37,bicultural,R01,2012,MD,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,1.0,1,360347.0,6.0,IL,0
38,bicultural,R34,2015,MH,RUSH UNIVERSITY MEDICAL CENTER,SUICIDE PREVENTION IN CHINESE OLDER ADULTS,2.0,2,202456.0,6.0,IL,0
39,bicultural,R34,2014,MH,RUSH UNIVERSITY MEDICAL CENTER,SUICIDE PREVENTION IN CHINESE OLDER ADULTS,1.0,1,215706.0,6.0,IL,0
40,bicultural,R01,2015,NR,RUSH UNIVERSITY MEDICAL CENTER,CULTURE AND CAREGIVING NEED FOR CHINESE ELDERLY WITH COGNITIVE IMPAIRMENT,1.0,1,669165.0,6.0,IL,0
41,bicultural,R01,2002,CA,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,4.0,2,651711.0,6.0,CA,0
42,bicultural,R01,2001,CA,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,3.0,2,692726.0,6.0,CA,0
43,bicultural,R01,2001,CA,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,2.0,2,2356.0,6.0,CA,0
44,bicultural,R01,2000,CA,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,2.0,2,601537.0,6.0,CA,0
45,bicultural,R01,1999,CA,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,1.0,1,451650.0,6.0,CA,0
46,bicultural,R01,2007,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,4.0,2,60468.0,6.0,CA,0
47,bicultural,R01,2007,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,4.0,2,561599.0,6.0,CA,0
48,bicultural,R01,2006,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,3.0,2,59881.0,6.0,CA,0
49,bicultural,R01,2006,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,3.0,2,636980.0,6.0,CA,0
50,bicultural,R01,2005,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,2.0,2,34001.0,6.0,CA,0
51,bicultural,R01,2005,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,2.0,2,659874.0,6.0,CA,0
52,bicultural,R01,2004,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,1.0,1,663091.0,6.0,CA,0
53,bicultural,R01,2008,MH,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,4.0,2,683969.0,6.0,CA,0
54,bicultural,R01,2007,MH,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,3.0,2,823406.0,6.0,CA,0
55,bicultural,R01,2006,MH,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,2.0,2,113073.0,6.0,CA,0
56,bicultural,R01,2006,MH,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,2.0,2,714393.0,6.0,CA,0
57,bicultural,R01,2005,MH,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,1.0,1,729792.0,6.0,CA,0
58,bicultural,R13,1992,DC,SALK INSTITUTE FOR BIOLOGICAL STUDIES,THEORETICAL ISSUES IN SIGN LANGUAGE RESEARCH,1.0,1,40535.0,6.0,CA,0
59,bicultural,R24,1997,MH,UNIVERSITY OF TEXAS EL PASO,MENTAL HEALTH RESEARCH DEVELOPMENT,6.0,2,559682.0,6.0,TX,0
60,bicultural,R24,1995,MH,UNIVERSITY OF TEXAS EL PASO,MENTAL HEALTH RESEARCH DEVELOPMENT,4.0,2,465240.0,6.0,TX,0
61,bicultural,R24,1992,MH,UNIVERSITY OF TEXAS EL PASO,ADM RESEARCH DEVELOPMENT AT THE UNIV OF TEXAS AT EL PASO,3.0,2,505226.0,6.0,TX,0
62,bicultural,U01,1998,AG,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,5.0,2,395390.0,6.0,CA,0
63,bicultural,U01,1997,AG,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,4.0,2,521880.0,6.0,CA,0
64,bicultural,U01,1995,AG,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,2.0,2,574841.0,6.0,CA,0
65,bicultural,U01,1994,AG,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,1.0,1,344615.0,6.0,CA,0
66,bicultural,R01,2002,MH,UNIVERSITY OF OREGON,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,3.0,2,385122.0,6.0,OR,0
67,bicultural,R01,2001,MH,UNIVERSITY OF OREGON,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,2.0,2,367969.0,6.0,OR,0
68,bicultural,R01,2000,MH,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,1.0,1,352879.0,6.0,PA,0
69,bicultural,F31,2012,NR,UNIVERSITY OF CALIFORNIA LOS ANGELES,LATINA MOTHERS' COPING PROCESSES WHILE THEIR YOUNG ADULT SONS ARE INCARCERATED,2.0,2,36799.0,6.0,CA,0
70,bicultural,F31,2011,NR,UNIVERSITY OF CALIFORNIA LOS ANGELES,LATINA MOTHERS' COPING PROCESSES WHILE THEIR YOUNG ADULT SONS ARE INCARCERATED,1.0,1,36367.0,6.0,CA,0
71,bicultural,R25,2001,GM,UNIVERSITY OF MINNESOTA TWIN CITIES,AMERICAN INDIAN MS TO PHD NURSING SCIENCE BRIDGE,1.0,1,620070.0,6.0,MN,0
72,bicultural,R03,2005,CA,CANCER PREVENTION INSTIT OF CALIFORNIA,PLANT FOODS AND ENDOMETRIAL CANCER EPIDEMIOLOGY,2.0,2,69700.0,6.0,CA,0
73,bicultural,R03,2004,CA,CANCER PREVENTION INSTIT OF CALIFORNIA,PLANT FOODS AND ENDOMETRIAL CANCER EPIDEMIOLOGY,1.0,1,69700.0,6.0,CA,0
74,bicultural,R01,1999,HL,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,4.0,2,596836.0,6.0,CA,0
75,bicultural,R01,1998,HL,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,3.0,2,9204.0,6.0,CA,0
76,bicultural,R01,1998,HL,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,3.0,2,799985.0,6.0,CA,0
77,bicultural,R01,1997,HL,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,2.0,2,776013.0,6.0,CA,0
78,bicultural,5, ,U76,Not Applicable,AHEC SPECIAL INITIATIVES,499.0,2,1993.0,6.0,,0
79,bicultural,1, ,U76,Not Applicable,AHEC SPECIAL INITIATIVES,499.0,2,1992.0,6.0,,0
80,bicultural,R01,2003,CA,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,4.0,2,343725.0,6.0,WA,0
81,bicultural,R01,2002,CA,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,3.0,2,388029.0,6.0,WA,0
82,bicultural,R01,2001,CA,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,2.0,2,444327.0,6.0,WA,0
83,bicultural,R01,2000,CA,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,1.0,1,328338.0,6.0,WA,0
84,bicultural,R01,1998,CA,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,4.0,2,340578.0,6.0,CA,0
85,bicultural,R01,1997,CA,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,3.0,2,326811.0,6.0,CA,0
86,bicultural,R01,1995,CA,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,1.0,1,333145.0,6.0,CA,0
87,bicultural,R03,2015,CA,OHIO STATE UNIVERSITY,SOUTHEAST ASIAN WOMEN'S HEALTH PROJECT,2.0,2,77000.0,6.0,OH,0
88,bicultural,R03,2014,CA,OHIO STATE UNIVERSITY,SOUTHEAST ASIAN WOMEN'S HEALTH PROJECT,1.0,1,76875.0,6.0,OH,0
89,bicultural,R18,2010,HS,RAND CORPORATION,INFORMING LATINAS ABOUT MEDICATIONS TO REDUCE RISK FOR BREAST CANCER,1.0,1,0.0,6.0,CA,0
90,bicultural,P01,1997,CA,NORTHERN CALIFORNIA CANCER CENTER,PATHWAYS TO EARLY CANCER DETECTION FOR CHINESE AMERICANS,4.0,2,15908.0,6.0,CA,0
91,bicultural,R21,2010,HL,KAISER FOUNDATION RESEARCH INSTITUTE,CULTURALLY-SENSITIVE WEIGHT LOSS INTERVENTION FOR WOMEN OF MEXICAN ORIGIN,2.0,2,237000.0,6.0,CA,0
92,bicultural,R21,2009,HL,KAISER FOUNDATION RESEARCH INSTITUTE,CULTURALLY-SENSITIVE WEIGHT LOSS INTERVENTION FOR WOMEN OF MEXICAN ORIGIN,1.0,1,197500.0,6.0,CA,0
93,bicultural,R03,2015,TW,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,3.0,2,51030.0,6.0,PA,0
94,bicultural,R03,2014,TW,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,2.0,2,51030.0,6.0,PA,0
95,bicultural,R03,2013,TW,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,1.0,1,56880.0,6.0,PA,0
96,bicultural,R03,2012,HD,UNIVERSITY OF WISCONSIN-MADISON,CULTURAL EQUIVALENCE OF AUTISM ASSESSMENT FOR LATINO CHILDREN,2.0,2,27250.0,6.0,WI,0
97,bicultural,R03,2011,HD,UNIVERSITY OF WISCONSIN-MADISON,CULTURAL EQUIVALENCE OF AUTISM ASSESSMENT FOR LATINO CHILDREN,1.0,1,74250.0,6.0,WI,0
98,bicultural,R01,2015,NR,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,4.0,2,397314.0,6.0,IL,0
99,bicultural,R01,2014,NR,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,3.0,2,398091.0,6.0,IL,0
100,bicultural,R01,2013,NR,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,2.0,2,408523.0,6.0,IL,0
101,bicultural,R01,2012,NR,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,1.0,1,449853.0,6.0,IL,0
102,bicultural,R03,2009,HG,"FIESTA EDUCATIVA, INC.",A MODEL FOR INCLUSION OF MINORITIES IN GENETIC RESEARCH,2.0,2,30000.0,6.0,CA,0
103,bicultural,R03,2008,HG,"FIESTA EDUCATIVA, INC.",A MODEL FOR INCLUSION OF MINORITIES IN GENETIC RESEARCH,1.0,1,30000.0,6.0,CA,0
104,bicultural,R25,1998,CA,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,4.0,2,198938.0,6.0,AZ,0
105,bicultural,R25,1997,CA,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,3.0,2,188038.0,6.0,AZ,0
106,bicultural,R25,1995,CA,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,1.0,1,178151.0,6.0,AZ,0
107,bicultural,R03,2000,HS,UNIVERSITY OF CALIFORNIA LOS ANGELES,LONG-TERM CARE DECISION-MAKING AMONG KOREAN AMER ELDERLY,1.0,1,0.0,6.0,CA,0
108,bicultural,P01,2010,CA,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,5.0,2,435671.0,6.0,CA,0
109,bicultural,P01,2009,CA,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,4.0,2,417593.0,6.0,CA,0
110,bicultural,P01,2008,CA,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,3.0,2,447678.0,6.0,CA,0
111,bicultural,P01,2007,CA,UNIVERSITY OF CALIFORNIA DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,2.0,2,429542.0,6.0,CA,0
112,bicultural,P01,2006,CA,UNIVERSITY OF CALIFORNIA DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,1.0,1,461588.0,6.0,CA,0
113,bicultural,R34,2006,MH,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,3.0,2,198840.0,6.0,MA,0
114,bicultural,R34,2005,MH,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,2.0,2,203625.0,6.0,MA,0
115,bicultural,R34,2004,MH,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,1.0,1,203625.0,6.0,MA,0
116,bicultural,R01,2014,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,3.0,2,469259.0,6.0,CA,0
117,bicultural,R01,2013,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,2.0,2,436816.0,6.0,CA,0
118,bicultural,R01,2012,MH,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,1.0,1,475378.0,6.0,CA,0
119,bicultural,U54,2011,OH,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY-RENEWAL,11.0,2,1710900.0,6.0,CA,0
120,bicultural,K01,2015,CA,"UNIVERSITY OF CALIFORNIA, MERCED",BREAST CANCER PREVENTION MHEALTH INTERVENTION FOR RURAL LATINAS,1.0,1,126865.0,6.0,CA,0
121,bicultural,U54,2015,OH,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY-RENEWAL,15.0,2,1844279.0,6.0,CA,0
122,bicultural,U50,2010,OH,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,10.0,2,936076.0,6.0,CA,0
123,bicultural,U50,2009,OH,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,9.0,2,974492.0,6.0,CA,0
124,bicultural,U50,2008,OH,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,8.0,2,991927.0,6.0,CA,0
125,bicultural,U50,2007,OH,UNIVERSITY OF CALIFORNIA DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,7.0,2,942908.0,6.0,CA,0
126,bicultural,U50,2006,OH,UNIVERSITY OF CALIFORNIA DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,6.0,2,1304878.0,6.0,CA,0
127,bicultural,U01,1994,CA,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,5.0,2,522007.0,6.0,NY,0
128,bicultural,U01,1993,CA,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,4.0,2,491568.0,6.0,NY,0
129,bicultural,U01,1992,CA,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,3.0,2,472662.0,6.0,NY,0
130,bicultural,R01,2015,DA,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,4.0,2,661707.0,6.0,NY,0
131,bicultural,R01,2014,DA,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,3.0,2,681408.0,6.0,NY,0
132,bicultural,R01,2013,DA,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,2.0,2,666395.0,6.0,NY,0
133,bicultural,R01,2012,DA,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,1.0,1,704174.0,6.0,NY,0
134,bicultural,F32,1998,MH,DUKE UNIVERSITY,CULTURAL EFFECTS ON RETENTION IN AUTOBIOGRAPHICAL MEMORY,3.0,2,29160.0,6.0,NC,0
135,bicultural,F32,1997,MH,DUKE UNIVERSITY,CULTURAL EFFECTS ON RETENTION IN AUTOBIOGRAPHICAL MEMORY,2.0,2,24420.0,6.0,NC,0
136,bicultural,R34,2015,MH,NORTHWESTERN UNIVERSITY AT CHICAGO,2/2 - SUICIDE PREVENTION IN CHINESE OLDER ADULTS,2.0,2,177831.0,6.0,IL,0
137,bicultural,R34,2014,MH,NORTHWESTERN UNIVERSITY AT CHICAGO,2/2 - SUICIDE PREVENTION IN CHINESE OLDER ADULTS,1.0,1,191566.0,6.0,IL,0
138,bicultural,R01,2004,DA,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,4.0,2,254926.0,6.0,TX,0
139,bicultural,R01,2003,DA,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,3.0,2,254926.0,6.0,TX,0
140,bicultural,R01,2002,DA,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,2.0,2,295877.0,6.0,TX,0
141,bicultural,R01,2001,DA,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,1.0,1,306475.0,6.0,TX,0
142,bicultural,R01,1999,CA,FRED HUTCHINSON CANCER RESEARCH CENTER,CERVICAL CANCER CONTROL IN A CAMBODIAN POPULATION,4.0,2,254461.0,6.0,WA,0
