INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6747833,3R01CA081864-05S1,3,R01,CA,81864,5,S1,,1872473,"BULLER, DAVID B",Not Applicable,COOPER INSTITUTE, ,2003,30263
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6663876,5R01CA081864-05,5,R01,CA,81864,5,,,1872473,"BULLER, DAVID B",Not Applicable,COOPER INSTITUTE, ,2003,565215
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6658836,3R01CA081864-04S1,3,R01,CA,81864,4,S1,,1872473,"BULLER, DAVID B",Not Applicable,COOPER INSTITUTE, ,2002,18021
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6601173,7R01CA081864-04,7,R01,CA,81864,4,,,1872473,"BULLER, DAVID B",Not Applicable,COOPER INSTITUTE, ,2002,380221
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6489310,5R01CA081864-03,5,R01,CA,81864,3,,,1872473,"BULLER, DAVID B",Not Applicable,AMC CANCER RESEARCH CENTER, ,2002,461863
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6403167,5R01CA081864-02,5,R01,CA,81864,2,,,1872473,"BULLER, DAVID B",Not Applicable,AMC CANCER RESEARCH CENTER, ,2001,852435
INTERNET--A CHANGE AGENT FOR RURAL MULTICULTURAL ADULTS,NCI,6053738,1R01CA081864-01A1,1,R01,CA,81864,1,A1,,1872473,"BULLER, DAVID B",Not Applicable,AMC CANCER RESEARCH CENTER, ,2000,817476
PEDIATRIC AIDS CLINICAL TRIALS UNIT,NIAID,3548007,1U01AI032910-01,1,U01,AI,32910,1,,,1919562,"BURCHETT, SANDRA K",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,1992,753595
PEDIATRIC AIDS CLINICAL TRIALS UNIT,NIAID,3548009,5U01AI032910-02,5,U01,AI,32910,2,,,1861942,"BURNS, JANE L.",Not Applicable,SEATTLE CHILDREN'S HOSPITAL, ,1993,649085
NEW METHODS IN COMPARATIVE APHASIOLOGY,NIDCD,2127921,1R13DC002519-01,1,R13,DC,2519,1,,,1967205,"BYBEE, JOAN L",Not Applicable,UNIVERSITY OF NEW MEXICO, ,1995,30000
CARIBBEAN EXPLORATORY RESEARCH CENTER PHASE II: BUILDING  ON OUR PROGRESS,NIMHD,8545430,3P20MD002286-06S1,3,P20,MD,2286,6,S1,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2012,58900
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NIMHD,8329813,3P20MD002286-05S1,3,P20,MD,2286,5,S1,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2011,297000
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NIMHD,8103130,5P20MD002286-05,5,P20,MD,2286,5,,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2011,1741231
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,8110307,3P20MD002286-04S1,3,P20,MD,2286,4,S1,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2010,300000
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,7882592,5P20MD002286-04,5,P20,MD,2286,4,,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2010,914364
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,7913858,3P20MD002286-03S1,3,P20,MD,2286,3,S1,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS,YES,2009,600000,
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,7657441,5P20MD002286-03,5,P20,MD,2286,3,,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2009,1181022,
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,7503977,5P20MD002286-02,5,P20,MD,2286,2,,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2008,1173756,
CARIBBEAN EXPLORATORY NCMHD RESEARCH CENTER FOR EXCELLENCE,NCMHD,7304241,1P20MD002286-01,1,P20,MD,2286,1,,,2076683,"CALLWOOD, GLORIA E",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2007,1189805,
ABUSE STATUS AND HEALTH CONSEQUENCES FOR AA & AFRO-CARIB WOMEN,NIMHD,8292974,5P20MD002286-05,5,P20,MD,2286,5,,1,1877415,"CAMPBELL, JACQUELYN CUTLER",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2011,,509558
ABUSE STATUS AND HEALTH CONSEQUENCES FOR AA & AFRO-CARIB WOMEN,NCMHD,8103126,5P20MD002286-04,5,P20,MD,2286,4,,1,1877415,"CAMPBELL, JACQUELYN CUTLER",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2010,,303591
ABUSE STATUS AND HEALTH CONSEQUENCES FOR AA & AFRO-CARIB WOMEN,NCMHD,7882588,5P20MD002286-03,5,P20,MD,2286,3,,1,1877415,"CAMPBELL, JACQUELYN CUTLER",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2009,,295256
ABUSE STATUS AND HEALTH CONSEQUENCES FOR AA & AFRO-CARIB WOMEN,NCMHD,7657437,5P20MD002286-02,5,P20,MD,2286,2,,1,1877415,"CAMPBELL, JACQUELYN CUTLER",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2008,,293438
CONSEQUENCES FOR AFRICAN AMERICAN & AFRO-CARIBBEAN WOMEN,NCMHD,7305503,1P20MD002286-01,1,P20,MD,2286,1,,1,1877415,"CAMPBELL, JACQUELYN CUTLER",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2007,,237961
UPR-CHA RESEARCH CENTER OF EXCELLENCE:  MAKING A DIFFERENCE FOR LATINO HEALTH,NCMHD,8063298,3P60MD002261-04S1,3,P60,MD,2261,4,S1,,1876298,"CANINO, GLORISA J",Not Applicable,UNIVERSITY OF PUERTO RICO MED SCIENCES,YES,2010,1400000,
DEVELOPMENT CORE,NIMH,8550989,3P30MH043520-24S1,3,P30,MH,43520,24,S1,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2012,,26622
DEVELOPMENT CORE,NIMH,8374748,5P30MH043520-24,5,P30,MH,43520,24,,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2012,,259778
DEVELOPMENT CORE,NIMH,8213139,5P30MH043520-23,5,P30,MH,43520,23,,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2011,,273450
DEVELOPMENT CORE,NIMH,8015617,5P30MH043520-22,5,P30,MH,43520,22,,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2010,,276212
DEVELOPMENT CORE,NIMH,7900717,5P30MH043520-21,5,P30,MH,43520,21,,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2009,,280418
DEVELOPMENT CORE,NIMH,7343531,2P30MH043520-20,2,P30,MH,43520,20,,9008,1960623,"CARBALLO-DIEGUEZ, ALEX ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE, ,2008,,280418
NATIONAL CONSORTIUM FOR MULTICULTURAL EDUCATION FOR HEALTH PROFESSIONALS,NIMHD,8785930,2R13MD006056-04,2,R13,MD,6056,4,,,7732192,"CARTER-POKRAS, OLIVIA DENISE",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2014,49999
NATIONAL CONSORTIUM FOR MULTICULTURAL EDUCATION FOR HEALTH PROFESSIONALS ANNUAL M,NIMHD,8399307,2R13MD006056-03,2,R13,MD,6056,3,,,7732192,"CARTER-POKRAS, OLIVIA DENISE",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2012,48765
NATIONAL CONSORTIUM FOR MULTICULTURAL EDUCATION FOR HEALTH PROFESSIONALS ANNUAL M,NIMHD,8256186,2R13MD006056-02,2,R13,MD,6056,2,,,7732192,"CARTER-POKRAS, OLIVIA DENISE",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2011,49995
NATIONAL CONSORTIUM FOR MULTICULTURAL EDUCATION FOR HEALTH PROFESSIONALS ANNUAL M,NCMHD,7916098,1R13MD006056-01,1,R13,MD,6056,1,,,7732192,"CARTER-POKRAS, OLIVIA DENISE",Not Applicable,"UNIV OF MARYLAND, COLLEGE PARK", ,2010,25000
CAREER DEVELOPMENT AND OUTREACH IN MUSCULOSKELETAL; AUTOIMMUNE AND SKIN DISEASE,NIAMS,8746905,1ZIJAR041172-06,1,ZIJ,AR,41172,6,,,9691700,"CERRITELLI, MARIO ",Not Applicable,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES, ,2013,332286
CAREER DEVELOPMENT AND OUTREACH IN MUSCULOSKELETAL; AUTOIMMUNE AND SKIN DISEASE,NIAMS,8559331,1ZIJAR041172-05,1,ZIJ,AR,41172,5,,,9691700,"CERRITELLI, MARIO ",Not Applicable,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES, ,2012,489263
CAREER DEVELOPMENT AND OUTREACH IN MUSCULOSKELETAL; AUTOIMMUNE AND SKIN DISEASE,NIAMS,8345009,1ZIJAR041172-04,1,ZIJ,AR,41172,4,,,9691700,"CERRITELLI, MARIO ",Not Applicable,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES, ,2011,520430
