"human rights & identity formation & flexibility & blending of multiple statuses & identities & multicultural education, biracial or multiracial individuals",6
"pluralism, sociopolitical diversity, psychology",6
"diversity science, ethnic differences, racial differences, psychological experience, sociocultural experience, behavior, individual differences, group differences",6
"multiracial population, America, identity conflict, social identity, Blacks, Whites",6
"multicultural employees, business organizations, cultural identity, social integration, organizational culture",6
"porno-chic, European multicultural society, girls dress, headscarves, G strings, female sexuality, belly shirts",6
"Carlos Ghosn, cross-cultural management, multiculturalism, cultural synergy, globalization, global corporations, cultural diversity, cross-cultural competence",6
multicultural counseling,6
"counselors' measures, attitudes, working knowledge, biracial youth, multiracial youth",6
"biracial girls, developmental challenges, racial identity, monocultural existence, ethnic heritage, identity development, social relationships, sexual relationships",5
family therapy with multiracial & multiethnic families,5
"psychotherapy, social class, poverty, low income, multicultural competence, psychotherapists, poor clients, classist assumptions",5
"biracial girls, racial identity, identity development, social relationships, treatment considerations, family, sexual relationships",5
"5-tiered framework for stages in multicultural counseling training development in counseling psychology programs, commentary",5
"multicultural issues, cultural differences, counseling, psychotherapy",5
"biracial, multiracial, content review, counseling, journals",5
"racial and ethnic diversity, congregations, race, ethnicity",5
"language, identity, bicultural Latino/Anglo-American adults",5
"ideology, Norwegian multicultural society, public discourse, symbolic boundaries, immigrant minorities, majority group, linguistic expressions, media discourse",5
"Effects of heritage combination on ethnic identity, self-esteem, and adjustment among American biethnic adults",5
"mixed-race children, biracial children, racial identity, communication, assimilation",5
"epidemiology, drug use, biracial, biethnic, youth, young adults, cigarette smoking, alcohol drinking, marijuana, risk factors",5
"biracial women, therapy, gender, biracial identity, ethnicity",5
"healthy adjustment, biracial young adults, psychosocial development, sociopolitical circumstances",5
"biracial identity, mixed-race, multiracial identity, racial identity, social class",5
"microdiversity & mixed racial identity, US, essays",5
multicultural counseling competencies,5
"ethnic identity & self estemm & psychological adjustment & parental attachment, multiethnic adolescents",5
"cultural differences, Gestalt perspective, Gestalt therapists",5
"multiracial discourse, Canada, racism, identity, social issues",4
"multicultural experiences, emotions, creativity, cognitive processing",4
"sexual identity models, mixed race, religious differences, bisexual identity, cultural aspects, women, age differences, politics, racial & ethnic identity, therapeutic implications",4
"multicultural reassessment in psychology, comment",4
"immigration, multiculturalism, acculturation orientation, Turkish Dutch & Dutch migrants, Multicultural Ideology Scale",4
"developmental & social implications of biracial identity, mixed race children, literature review",4
"dialogical dynamics, multicultural experiences, culture, acculturation, self concept",4
"biculturalism, intercountry adoption, transracial adoption, social welfare, family, ethnicities, acculturation, ethnic identity socialization",4
"transracial adoptions, cultural stereotypes, adoptive parents, racial matching, public policy, statutory efforts",4
"race, ethnicity, culture, racial diversity, Hawaii, multiracial",4
"wellness, cultural safety, cultural competence, multicultural context, health services",4
"psychosocial well being, multiracial identity formation",4
"multiculturalism, multicultural identity, globalization",4
"racial prejudice, race discrimination, ethnicity, multiracial identity, immigration, language, cultural factors, cultural discrimination, prejudice",4
"group treatment manual, children, conflicted & violent & separating homes, group therapy, culturally diverse settings",4
"multiracial Asian identity, model minority myth, society, college students",4
"awareness of new racism & British culture & identity, 8-11-yr-olds, implications for policies on race & ethnicity & antiracist education & multiculturalism in elementary & secondary education, reply",4
"acculturation, biculturalism, measurement invariance, Hispanic, factor analysis",4
"family therapy, race, culture, gender, clinical practice, racism, sexism, societal discrimination, family",4
"school experiences, mixed race students, grade level, test scores, academic outcomes",4
"cross-cultural/multicultural career issues, career development stages, elderly employees, career/vocational education/guidance",4
multicultural perspective of counseling & psychotherapy & family therapy to enhance cultural values & develop flexibility in cognitive styles,4
"multiracial women, psychology doctoral programs, mentorship, peers, identity construction",4
"multicultural social work, cultural competence",4
"multiracial identities, research situations, methodology, research experiences",4
"parenting, biracial children, biethnic children",4
"presents a heuristic developmental model of biracial identity which outlines biracial, bicultural identity development in three stages",4
"humility, multicultural orientation, outcome, cultural diversity, therapy, clients",4
"racial identity development, multiracial children, counseling",4
"child abuse, culture, diversity, culturally competent practice, multiculturalism, child maltreatment, treatment",4
"institutional learning, multicultural education, institutional curriculum, medical schools, educational impact, physician trainees",4
"multiculturalism, third-culture kid, assimilation, belonging, multiethnic, multiracial, multireligious, social development issues, mental health professionals, culture shock",4
"multicultural training practices & attitudes, community psychology program directors, commentary",4
"cross cultural differences, ethnic identity development, risk factors, self esteem, cultural homelessness, multiminority status",4
"mixed race, mixed ethnicity, mixed heritage, identity options, classification, categorization, conceptualization, government",4
challenges in contemporary multicultural society & impact on school curriculum & European School & bicultural & trilingual education models of multicultural education,4
"bidirectional relationship between heterosexual mate selection & monoracial identity, biracial college students of African descent",4
"race, racial identity, sociohistorical constructions, language, biracial individuals, societal expectations, linguistic philosophy, multiracial identity development",4
"Roman Catholic church, evangelical church, integration efforts, church leaders, culture, race, multicultural, multiracial, multiethnic",4
"counseling issues, multiracial individuals, multiracial population, diversity",4
"multiracial identity, biracial identity, race, identity development, multiple identities, depression, problem behaviors, relationships, self-esteem, school performance, adjustment",4
"functioning & adjustment & guidelines for narrative-based family therapy, biracial vs White vs monoracial minority adolescents",4
"multicultural counseling, counseling psychology, psychotherapy, race",4
"service learning, teaching multiculturalism, White college students, acting out",4
"racial identity development, multicultural counseling competency",4
"personal ethnic identity, multiethnic parentage, multiracial parentage, identity resolution, social influences, ethnic attitudes",4
"professional leadership, social justice, societal changes, political contexts, interpersonal oppression, multicultural understanding, psychologists, education, research practices, organizational behavior",4
"selfhood, multiracial adolescents, identify formation, Asian-White mixed race youth",4
"race communication in families & ethnic cultural diversity, Black & White & biracial families",4
"social construction theory of race & color & interpersonal & family & community relations, biracial white black female, personal experiences",4
"multiculturalism, education, racial & ethnic differences, migration",4
"transnationalizing families, race, multiculturalism, transnational adoption",4
"languages, cultures, identity, becoming American, ESL, bilingual students, TESOL/bilingual professionals of color, society, immigration, segregation, multicultural, racial profiling, minorities",4
"Iranian-African American interracial family, mixed-race families, multiracial families, race, society",4
"Identity, Biracial, Multiracial, Mixed-race, Identity integration, Self-concept clarity",4
"multiracial identity, post civil rights era, American universities, binary racial system",4
"multiculturalism, positive psychology",4
"prejudice, racism, identity development, prejudice development, multicultural awareness, preventing prejudice",4
"parenting style, family relationships, parental support, multiracial multiethnic families, youth perceptions",4
"multicultural identity, multicultural perspective, life satisfaction",4
"sexual harassment, academic, workplace, legal perspectives, social sciences, multicultural views, management",4
"Francophone identities, curriculum, postcolonial present",4
"feminist relational perspective, multicultural competence frameworks, racial minority groups, evidence-based practice, multiracial people, biracial gay man, Filipino, Black, anxiety",4
"multiracial, biracial, strategies, therapy, multicultural competence",4
"multiracial children, child development, child psychology textbooks",4
"moral vision, impaired insight, people communities, social phenomenon, nationalist conflict, cultural knowledge",4
"mixed racial identity, relational experience, biracial, relatedness to parent, identity formation",4
"counseling considerations, interracial families, family therapists, biracial youth, parents",4
"race, religion, multiracial, multiethnic, multicultural, congregation Christianity, racial diversity",4
"teaching methodology & integration of multicultural education in college curricula, racially & culturally blended peoples",4
"multicultural counseling courses, family dynamics, interracial family, empathy, cultural identities, diversity",4
"multicultural counseling, theory, ethics, research, measurement, clinical practice, assessment, therapy, social advocacy, research design",4
"multiracial college students, life stories, narratives",4
"multicultural, philosophy of science, qualitative research, research ethics",4
"transracial adoption, self esteem & identity & adjustment, Afro Caribbean & mixed race children with Caucasian adoptive parents, England, 12 yr followup",4
"racial ethnic minority students, clinical psychology, training environments",4
"racial identity, young biracial children, self image, family",4
"multicultural counseling, competence, college students, client perspectives",4
"societal pressure, typological analysis",4
"multiracial identities, mixed race individuals, demographic data",4
"single parent adoption, cross racial adoption, foreign adoptions, childhood development",4
"counseling, multiple heritage couples, multiple heritage families, interracial dating, interracial marriage",4
"racial identity, ethnic identity, biracial identity, multiracial identity, identity development, Multiracial-Heritage Awareness and Personal Affiliation Scale",4
"cultural identity, multiracial individuals, social workers, clinical therapy",4
"therapist competence, multicultural competence, multicultural psychotherapy",4
"identity development, multiple heritage, history, biracial identity, multiracial identity, Multiple Heritage Identity Development Model",4
"biracial, multiracial, self-identity, African Americans",4
"expatriate effectiveness, cultural intelligence, multiculturalism, monoculturalism",4
"adolescent spirituality, identity development, multicultural counseling",4
"politics, Black, White",4
"multiracials, multiracialism, intermarriage, family, multiracial adults, communities, racial politics, policy, racial inequality",4
"peer relationships, violence, female juvenile offenders, racial & ethnic differences, racial & ethnic groups",4
"stereotype threat, biracial identity, race, stereotypes, academic performance, social construction",4
"counseling psychology, social justice, self examination, ethical dilemmas, training",4
"psychometric properties for Multigroup Ethnic Identity Measure, monoracial White vs monoracial minority vs multiracial/multiethnic 11-15 yr olds",4
multicultural psychology,4
"hostile behavior, intergroup ideology, intergroup interaction, multiculturalism",4
"counseling profession, Jews, cultural awareness, anti-Semitism, anti-Semitic behavior, Jewish issues, counseling profession, bias-free counseling, multicultural counseling",4
"culture, pluralism, multicultural, intercultural, cognition, identity, acculturation, assimilation, integration",4
"social work, social development, cultural pluralism, democratic political structures, social welfare policy",4
historical overview & contemporary conceptual & empirical perspectives on & practical applications of study of multicultural/multiracial relationships,4
"common factors perspective & knowledge of cultural context in multicultural counseling & counseling training & practice, commentary",4
"creativity, identity, integration, mixed-race, race",4
"multicultural families, global racism, gender, class, language, economic status",4
"identity development, biracial adolescents, emerging adults",4
"multicultural counseling, psychotherapists, multiculturalism, ethical dilemmas",4
"biracial women, racial identity development, therapeutic interventions",4
"ethics, mixed race studies, racial assumptions",4
"multiculturalism, cultural competence, character, virtue ethics, openness to others",4
"ethnic identity, psychological well-being, Black adolescents, self-esteem, biracial adolescents, monoracial people, multiracial individuals, White adolescents, Asian adolescents, Latino adolescents",4
"family influence, career decision making, multicultural families, cultural diversity, narratives, counselors",4
"social work, interracial marriages, biracial Americans, multiracialism",4
"racial-ethnic backgrounds, gender roles, multiculturalism, men, women, mental health, education",4
"multicultural identity, multiculturalism, acculturation, cultural identity, individual and group differences, bicultural identity integration",4
"monoracials, psychological well being, multiracial people, ethnic identity, ethnic attitudes, self esteem, psychology",4
"Obama, biracial factor, political elections",4
"cultural factors, self concept, post uterine experience, brain, social patterning, human nature, Gestalt field approach",4
discusses the effect of physical appearance & racial self-identity in the biracial individual,4
"racial & ethnic identity development, biracial 18-36 yr olds",4
"racial malleability, psychological well-being, multiracial well-being, life satisfaction",4
"analysis of books on multicultural education, literature review",4
"cultural diversity, science education, postcolonial theory, scholarship",4
"multiracial adolescents, friendship networks, single-race adolescents",4
"multiracial & multiethnic queer & transgender clients, identity, cognitive behavior therapy, narrative theoretical counseling",4
"bicultural self-construals, multicultural diversity, dominant culture, biculturalism, immigration assimilation, US melting pot vision, cultural comparison, monocultural, social obligation, values",4
"substance abuse, multiracial young adults, single race, single ethnicity, discrimination",4
"bicultural identity integration, conflicts, group thinking, cultural ingroup, bicultural judgment, decision making",4
"own-race bias, older adults, lineup type, contact hypothesis, signal detection",4
"sexual stigma, internalized homophobia, identity formation, LGB clients, LGB-affirmative therapy, multicultural theories, cognitive-behavioral therapy, client-centered therapy, hybrid case study, case study, clinical case study",4
"interracial marriage, multiracial society, marital trends",4
"biracial, multiracial, Asian-American and Pacific Islanders populations, children and youth services, adoption, content analysis",4
"traditional healing practices, multiculturalism, counseling, psychotherapy, indigenous healing practices",4
"multiple social categorization, race, ethnicity, culture, group related identities, identity formation, multiracial, multiethnic, multicultural individuals",4
"triracial isolates, biracial American ancestry, multiracial identity, cultural identification, ancestry, ethnic identity, prejudice, racial groups",4
"multicultural counseling, social groups, social-justice, ethnic groups, religious groups, social groups, health professionals",4
"mixed race, biracial identity, multiracial identity, racial identity development, biracial Afro-Germans, cultural influences, racial socialization, black-white biracial, racial identity negotiation",4
"strategies, counselor competencies, counseling, multiracial students, racial backgrounds, mixed-race heritage, interracial unions, racial categories, college",4
Racioethnic differences in job satisfaction: A test of orthogonal cultural identification theory and self-categorization theory,4
"psychology application materials, lesbian, gay, bisexual, ethnicity, race, multicultural information, application packet content",4
"multicultural education, educational reform, social studies education, curriculum, social justice",4
"multiculturalism, ethics, social justice, psychotherapy, race/ethnicity",4
"multiracial faces, memory, race, ethnicity, categorization, face recognition, biracial adults",4
multicultural & multiethnic identity & institutional notions of race & culture & ethnicity & class,4
"cultural diversity, cultural identity development, multicultural counseling, personal experiences",4
"relationship to national identity, policy of multiculturalism, development of nuanced models of cultural citizenship, meanings of identity, mixed race bodies, mixed race women, Canada",4
"activism, identity, mixed-race, bisexual, Asian, African American",4
"ethnic groups, intergroup attitudes, polyculturalism, diversity, colorblind",4
"Black-White biracial lesbian, ethnic identity, sexual identity, racial oppression, gender oppression",4
"bicultural competency, immigrant parenting, multiculturalism, childcare, day care, socialization, middle-class Taiwanese immigrant mothers",3
"cultural & racial issues & racism in multicultural society & dealing with emotional needs & experiences in psychotherapy, 6 yr old female & 11 yr old male, case report",3
"social categorization, social behavior, prejudice, social exclusion, discrimination",3
"friendships, public hearts, interracial friendships, multicultural society",3
"therapists, cultural society, multicultural world, clinical practice, migrants",3
"comorbidity, substance use disorders, mental disorders, treatment seeking behavior, racial differences, Asian Americans, mixed race people, biracial, Native Hawaiians, Pacific Islanders",3
"culturally sustaining pedagogy, linguistics, literacy, cultural differences",3
"cross national interrelationships between nationalism & ethnicity & political socialization research & public policy proposals, Sweden & Netherlands & US",3
"universal vs diversity orientation, counseling expectations, multicultural expectations, college students, Whites, Blacks, Hispanics, Asians, biracial students, demographic characteristics",3
"interracial interactions, perceptions, Whites, Blacks, multiracial persons",3
"biculturalism, cross-cultural managers, multinational corporations, cultural participation approach",3
"counseling, cultural diversity, multicultural counseling, theory, research, practice, multiculturalism, minority groups, multiracial individuals, women, gays, lesbians, elderly, disabilities",3
"mental health issues & discrimination & violence & refugee status & biracial concerns, Asian Americans",3
"literacy achievement, multicultural issues, discourse theory, critical theory",3
"interracial relations, history, legal problems, societal problems, multiracial children, physical appearance, self-identity",3
"multicultural counseling, hermeneutic approach, clients, counselors",3
"multiculturalism, biculturalism, consumption patterns, consumer decision making, identity issues, projective techniques, mainstream society",3
"multicultural adoptions, biracial adoptions, multicultural issues, uncertainties, legal concerns, experiences",3
"ethnic identity, psychological functioning, socioeconomic status, psychological adjustment, African American, Hispanic, European American",3
"identity, culture, psychological discomfort, metacultural psychotherapy, intervention project, migrants",3
"multicultural competence, medical education, multicultural education, medical students, racial identity, medical school, multicultural experience, health care providers, research study, demographic variables, medical schools, multiracial populations, providers service multiethnic, urban clinic, multicultural competence research, multicultural competence scores, medical school curricula, medical accrediting agencies, medical school listservs, regression analyses, family composition, convenience sample, self-report instruments, multicultural experiences, Professional health care providers, facto correlational design, national origin, possible relationships, northeastern part, living circumstances, global world, web survey, marginalized group",3
"working relationships, multicultural team members, linguistics, cognitive processes",3
"multi-sensory research, acoustic space, racialization, whiteness, health care spaces, ethnicity",3
"crisis, multiracial American Japanese, world war two, families, citizenship, racial differences",3
"counseling, cultural differences, racial ethnic minority groups, multiculturalism",3
"multicultural American literary, American identity, race, language, nationalism, African American, East European narratives, ethnic identity",3
"creation of children's picture book that conveys intricacies of being multiracial, teachers & parents & psychologists & children",3
"Asian Pacific Americans, diversity, ethnicity, culture, religion, language, generation, socioeconomic class, politics",3
"multiethnic communities, Hispanic women, African American women, cervical cancer, breast cancer, cancer screening",3
"biracial identity, language, race, American psyche, linguistics, multiracial identity, sociohistorical constructions, psychosocial development",3
"diagnosis, cognitive impairment, Mini Cog, Mini Mental State Examination, ethnocultural diversity, psychometrics, multiethnic elderly, dementia",3
"racial identity, identity development models, ethnic identity, counseling, biracial individuals, Hispanic, European American",3
"race mixture, racialised barriers, multiracial consciousness, white supremacist, racial discipline, racial purity, racial oppression, racialised difference, racial identity, hegemonic structure",3
"race, multiculturalism, mass media, ethnicity",3
"biethnic individuals, identity formation, ethnicity",3
"Alien Asian, racial exclusion, cultural differentiation, identity development, transnationally adopted Korean Americans",3
"asthma management approaches, pediatric population, health care providers, multiculturalism, sociocultural environment",3
"multiracial individuals, interracial families, counseling strategies, barriers",3
"migration, strangeness, shared identities, multicultural plurality, intolerance, globalization",3
"citizenship education, diversity, multicultural nation",3
"multiracial experiences, racial expressions, resisting race, communities, social identity",3
"biracial identity development, socio-cultural factors, ethnic identification, racial oppression, gender differences, therapy",3
"hippocampal volume, cerebrospinal fluid, magnetic resonance imaging, cognitive function",3
"multiraciality, migration, mixed-race American Okinawans, cultural identity",3
"bicultural identity, economical migrants, test adaptation, test validation, psychometrics, immigrants, multicultural identity",3
"racial identity development, themes, multiracial people, racial backgrounds, racism, reference group orientation, social context",3
"cultural authenticity, Asian Americans negotiation, bicultural identities, psychological states",3
"cultural identity development, ecological theory, racial identity, models, human development, multicultural competence, cross cultural counseling",3
"prematurity, low birth weight, mediators, birth risk factors, mixed black race couples, white race couples, infants",3
"American Art Therapy Association, multicultural history, art therapy",3
"multicultural counseling courses, counselors-in-training, socioeconomic class consciousness, help-seeking behaviors, group dynamics, professional identity, ethical practice",3
"color blindness, priming, Whites, cognitive functioning, ethnic minority groups, multiculturalism, diversity, interracial interaction, cognitive depletion",3
"Latinas, integrative cultural psychotherapy framework, migratory stressors, multicultural feminism, cognitive behavior therapy",3
"mottled history, foreign immigration, heartfelt support",3
"racial identity, multiracial, assortive mating, online dating",3
"racial color blindness, interracial interactions, interracial relationships, multiculturalism",3
"biracial bisexual identity development, female college students",3
"aged care nursing, spiritual care, chronic illness, monocultural society, multicultural society, palliative care",3
"multicultural counseling, consciousness raising",3
"negotiation of mixed race heritage & identity in hostile society, biracial adults of African-American & Jewish-American heritages",3
"therapy, color, race, ethnicity, therapeutic process, multicultural competence, clinical practice, therapist, countertransference",3
"postmodern family therapy approach, family cohesion & multicultural perspectives & antiracist strategies in transracial adoptive families, White family with 15-yr-old Black adopted daughter",3
"closeness, parent child relations, ethnic self identification, biracial young adults",3
"counseling students, graduate training programs, RESPECTFUL counseling model, cultural multidimensionality & identity",3
"cultural trauma, larger societies, cultural dissolution, hegemonic culture, multicultural adaptation, societal interventions",3
"acculturation, adaptation, identity formation, resiliency, child development, multiculturalism, globalization, immigration, risk, world view",3
"Young Women Christian Association, God love, race relations, multiracial activism",3
"acculturation, Latinos, cultural change, migrating mothers, monocultural orientation, bicultural orientation",3
"reproductive technology, transracial adoption, diverse families, single parents, gender issues, family therapy, multicultural issues, grandparent families",3
practice of psychodynamic psychotherapy with African American female clients,3
"territorial identity, multicultural society, ethno-cultural attachments, territorial dimension",3
"students of color, multiculturalism, multicultural training programs, graduate psychology programs",3
"social marginality & flexibility & perceived difference in racial & sexual identity, biracial/bisexual individuals",3
"individual characteristics, communication, messages, advertising, diversity, marketing, consumer psychology, theoretical frameworks",3
"cultural identity, tolerance, multicultural world, multiculturalism, cultural pluralism",3
"models of racial & ethnic identity development & history & practice of & training & supervision in multicultural counseling, handbook",3
"media representations, intergroup threat, ethnicity, multiculturalism, ethnic minorities, student attitudes",3
"acculturation, cultural identity, psychological well-being, multicultural society",3
"multiculturalism, creativity, cultural context, bicultural identity, ideational fluency",3
"interethnic ideology, multiculturalism, color-blindness, racial bias, racial prejudice",3
"appraisals, racial identity, multiracial Asians, Asian Americans, outmarriage, phenotype, cultural exposure, cultural knowledge",3
"mixed-race families, multiracial identity, mixed-race people, racial identification, mixed-race children, intervention, racial identities, racism, society, therapy with mixed-race families, family dynamics",3
"development of attitudes toward racial identity, biracial 8-20 yr olds",3
"discusses the challenges inherent in developing the multicultural college campus & presents new perspectives on administrative practice, teaching & the curriculum",3
"multiculturalism, documentary cinema, multicultural society, colonial social formations, immigration, ethnography",3
"mixed-race, globalization, super-diversity, ethnic identity, minority groups",3
"multicultural competency, ethnocentric, diversity, faculty, organizational diversity, organizational multicultural development",3
"intercultural approaches to clinical assessment, reprint",3
"queer identity, Vietnamese Americans, multiple identities, ethnic support groups, lesbians, bisexual women, female to male transgenders",3
"multiracialism, biracial identity, census categories",3
"situation cues, perceptions, racially ambiguous individuals, mixed racial heritage, racial classifications, blurs racial boundaries, blurs racial changes",3
"aesthetics, beauty, racism, biracial Black women, Black women",3
"transethnic research model, comparative studies of groups within culturally plural nation states",3
"Asian Pacific Islander educators, multiracial society, multicultural society",3
"participation in multicultural relationship enhancement workshop, awareness & sensitivity to minority issues & ability to communicate about issues of diversity, teacher education students",3
"personality tests, psychology, assessment, cultural competency, clinical diagnosis",3
"globalization, research methods",3
demographic trends in biraciality & multicultural empowerment approach to multiracial identity,3
"reality therapy, self-preservation, belongingness, achievement need, independence need, enjoyment need, multicultural efficacy, interpersonal relationships",3
"bicultural Chinese, biculturalism, psychological processes",3
"biracial identity, racial disclosure, attitudes, bias, evaluation, competence, perceiver",3
"bicultural identity, negotiation processes, identity construction, ethnic identity, life span, generations, social policy",3
"Mestiza/o psychology, Chicana/o psychology, multicultural world view",3
Multicultural life styles of urban american indians in los angeles county.,3
"counseling, multiracial clients, constructivist approach, race, multiracial individuals",3
"bilingualism, dementia education, multiculturalism, family",3
"multiracial congregations, American churches, Protestants, Catholics, non-Christians",3
"cross-cultural differences, coping with sadness, multicultural, Asian, Caucasian",3
"multicultural populations, family life, politics, reforms, interracial adoption, post-colonial framework, feminism, governmentality",3
psychology,3
"identity development, biracial individuals, reprint",3
"racial self-identification, multiracial adolescents, school belonging, academic achievement",3
"psychiatry, Latin America, historical perspective, human interactions, multicultural processes",3
"mutants, mudbloods, futureheroes, race identity, narrative",3
"multicultural issues, counselor competencies, diversity, culturally responsive counseling, ethics, client needs",3
"psychotherapy, traditional healing practice, American Indians, multiculturalism, cross cultural counseling intervention, therapeutic integration",3
"cultural competency, multicultural counseling, multicultural assessment, depression, biracial, child assessment, child therapy, intake assessment",3
"biracial identity, Black, White, racial identity development, ethnic identity, interracial, college freshmen",3
"building kinship, community, relational processes, bicultural identity, adult multiracial adoptees, adoptees",3
"films, Hollywood, mixed race individuals, ethnicity, racial stereotypes, Latinos, movie casting",3
"campus diversity, cultural pluralism, college classrooms, curriculum",3
"school counselors' perceptions, biracial students' functioning, multicultural education",3
"race & ethnicity issues in transference & countertransference, adult females in combined individual & group therapy with multiracial multiethnic group",3
multicultural radio programming,3
"Mestizaje theory, critical approach, subjectivity, political activism, social change",3
"constructing identities, multicultural learning, sociocultural coupling, multiethnic schools, Black African student, identifying the other, being identified, self identification, students, teachers, Pakistani Kashmiri teacher",3
"acculturative stress, culture conflict, multiracial, multiethnic society, multiculturalism, pluralism, Mexican Americans dropouts",3
"cultural identities, diversity, race, sexual orientation, religion, disability, equality",3
"healing traditions, cultural belief systems, culture, therapy, religion, counseling, social variables, psychological variables, biological variables, psychological healing, healer client interaction",3
"multiracial identity, social identity, social perception, racial identification, intergroup relations",3
"historical evolution of self & philosophical mechanism of reversal of Blacks' marginalization, African-Americans",3
"multiracial individuals, intimate interracial relationships, race awareness, comfort level",3
"tourism, empowered culture, New York City, East Harlem, empowerment zones, El Barrio, ethnicity, race, urban spatial transformations, urban development",3
"antibias education, multicultural education, racism, children, families, whites",3
"religious beliefs, sexual orientation, multiculturalism, social marginalization, same sex marriage, sexual minorities, people of color",3
"White teachers, Multiracial Schools, teaching, effectiveness as educators, diverse classrooms, White dominated school structures, cultural responsive, race, dominance, social justice",3
"racial identity, multiracial students, racial atravesados, figured worlds, racial borderland, agency, urban education, critical race theory, racial queer, multiracial identity",3
"national identities, racial domination, national sovereignty, multiethnic societies, indigenous peoples",3
"development of racial identity & communication across racial & ethnic divides, Whites vs Blacks vs Latinos vs American Indians vs Asians vs biracial youth",3
"psychological adjustment, multiracial people, societal expectations",3
"mixed race identity issues & developmental conflicts, 25-yr-old male college student of Black & White heritage in therapy at university counseling center",3
"racial identity, Britain, public policy, Whites, multiracial respondents",3
"therapy, biracial women, therapeutic processes",3
"Seattle, Chinatown-International District, multicultural politics, geography, immigration, community planning, urban design, neighborhoods, multiethnic communities, cultural identities",3
"face memory, ethnic identity, biracial individuals",3
racial categorization procedures of schools & self-image of multiracial children,3
"describes the shift from thinking of biracial individuals as ""either/or"" to ""both/and""",3
"multicultural competence, cross-race work relationships, diversity training, multicultural issues, multicultural interactions, psychological privilege, racism attitudes",3
"citizenship, diversity, education, immigration laws",3
"school racial composition, biracial adolescents, school attachment, multiracial youth",3
"counseling competence, supervisory working alliance, multicultural relationships, racism",3
Biracial identity development: Psychosocial contributions to self-esteem and racial identity,3
"multiracial people, spiritual care, pastoral care, racial group, America",3
"childcare strategies, economy, state ideology, women's roles, Singapore, multicultural society",3
"mixed race, parenting, dilution, ancestry, children, whitening, identification",3
"North Korean refugees, South Korea, multicultural ministries",3
"field study of cultural & economic contentions & negotiation in retail entrepreneurial values in bicultural community, Old Order Amish vs non-Amish entrepreneurs",3
"demographic changes, racial conflict, minority groups, multiculturalism, racial hierarchy",3
"bicultural identity, intercultural conflict communication, multicultural identity attunement lens, self concept, bicultural identity, task switching, mindfulness",3
"palliative care service, social work, cultural sensitivity, intervention, multiculturalism, decision making, truth telling, cultural-specified language usages, family context, Singapore",3
"Korean-Americans, caring, tolerance, multicultural perspective, school violence, cultural factors",3
issues in school communities & ways of dealing with differences among students & role of desegregated spaces to nurture multiracial & multiethnic communities,3
"use of ethnic identity development typology as framework in discussions of young adult multi-ethnic literature, graduate students",3
"community-based projects to create safety from community & domestic violence, young women in exclusively White vs multicultural centers",3
"development & quantitative examination of Biracial Identity Development Inventory (BIDI), relationship between biracial identity development & alienation, African-American/Caucasian adults",3
"political correctness in university setting, relationship to multiculturalism, commentary",3
